MODEL,PRICE,KM,MFG YEAR,VEHICLE COLOR,FUEL TYPE,VEHICLE TYPE
FREESTYLE TITANIUM PLUS DIESEL,877000,48000,2020,OXFORD WHITE,DIESEL,MANUAL
FREESTYLE TITANIUM PLUS DIESEL,659000,69000,2017,CANYON- RIDGE,DIESEL,MANUAL
FREESTYLE TITANIUM PLUS DIESEL,780000,58000,2018,SMOKE GREY,DIESEL,MANUAL
FREESTYLE FLAIR EDITION DIESEL,579000,83000,2015,MOONDUST SILVER,DIESEL,MANUAL
FREESTYLE FLAIR EDITION DIESEL,859000,54000,2019,RUBY RED,DIESEL,MANUAL
FREESTYLE FLAIR EDITION DIESEL,939000,47000,2020,WHITE GOLD,DIESEL,MANUAL
FREESTYLE FLAIR EDITION DIESEL,617000,79000,2016,OXFORD WHITE,DIESEL,MANUAL
FREESTYLE FLAIR EDITION DIESEL,749000,64000,2018,CANYON- RIDGE,DIESEL,MANUAL
FREESTYLE FLAIR EDITION DIESEL,679000,70000,2017,SMOKE GREY,DIESEL,MANUAL
FIGO ASPIRE AMBIENTE,640000,53000,2019,MOONDUST SILVER,PETROL,MANUAL
FIGO ASPIRE AMBIENTE,380000,85000,2015,RUBY RED,PETROL,MANUAL
FIGO ASPIRE AMBIENTE,652000,40000,2020,WHITE GOLD,PETROL,MANUAL
FIGO ASPIRE AMBIENTE,419000,76000,2016,OXFORD WHITE,PETROL,MANUAL
FIGO ASPIRE AMBIENTE,480000,71000,2017,SMOKE GREY,PETROL,MANUAL
FIGO ASPIRE TITANIUM,747000,58000,2019,MOONDUST SILVER,PETROL,MANUAL
FIGO ASPIRE TITANIUM,777000,50000,2020,RUBY RED,PETROL,MANUAL
FIGO ASPIRE TITANIUM,639000,66000,2018,WHITE GOLD,PETROL,MANUAL
FIGO ASPIRE TITANIUM,529000,76000,2017,OXFORD WHITE,PETROL,MANUAL
FIGO ASPIRE TITANIUM,462000,81000,2016,SMOKE GREY,PETROL,MANUAL
FIGO ASPIRE TITANIUM PLUS,529000,71000,2017,MOONDUST SILVER,PETROL,MANUAL
FIGO ASPIRE TITANIUM PLUS,889000,50000,2020,RUBY RED,PETROL,MANUAL
FIGO ASPIRE TITANIUM PLUS,639000,64000,2018,WHITE GOLD,PETROL,MANUAL
FIGO ASPIRE TITANIUM PLUS,729000,55000,2019,OXFORD WHITE,PETROL,MANUAL
FIGO ASPIRE TITANIUM PLUS,479000,80000,2016,SMOKE GREY,PETROL,MANUAL
FIGO ASPIRE TITANIUM DIESEL,629000,75000,2016,MOONDUST SILVER,DIESEL,MANUAL
FIGO ASPIRE TITANIUM DIESEL,839000,54000,2019,RUBY RED,DIESEL,MANUAL
FIGO ASPIRE TITANIUM DIESEL,869000,41000,2020,WHITE GOLD,DIESEL,MANUAL
FIGO ASPIRE TITANIUM DIESEL,750000,69000,2017,OXFORD WHITE,DIESEL,MANUAL
FIGO ASPIRE TITANIUM DIESEL,817000,63000,2018,SMOKE GREY,DIESEL,MANUAL
FIGO ASPIRE TITANIUM PLUS DIESEL,679000,70000,2017,MOONDUST SILVER,DIESEL,MANUAL
FIGO ASPIRE TITANIUM PLUS DIESEL,619000,80000,2016,RUBY RED,DIESEL,MANUAL
FIGO ASPIRE TITANIUM PLUS DIESEL,928000,79000,2020,WHITE GOLD,DIESEL,MANUAL
FIGO ASPIRE TITANIUM PLUS DIESEL,879000,56000,2019,OXFORD WHITE,DIESEL,MANUAL
FIGO ASPIRE TITANIUM PLUS DIESEL,750000,63000,2018,SMOKE GREY,DIESEL,MANUAL
ECOSPORT 1.5 DIESEL AMBIENTE,957000,35000,2020,DIAMOND WHITE,DIESEL,MANUAL
ECOSPORT 1.5 DIESEL AMBIENTE,624000,74000,2017,LIGHTNING BLUE,DIESEL,MANUAL
ECOSPORT 1.5 DIESEL AMBIENTE,925000,49000,2020,MOONLIGHT SILVER,DIESEL,MANUAL
ECOSPORT 1.5 DIESEL AMBIENTE,529000,85000,2015,ABSOLUTE BLACK,DIESEL,MANUAL
ECOSPORT 1.5 DIESEL AMBIENTE,834000,54000,2019,RACE RED,DIESEL,MANUAL
ECOSPORT 1.5 DIESEL AMBIENTE,734000,68000,2018,CANYON- RIDGE,DIESEL,MANUAL
ECOSPORT 1.5 DIESEL AMBIENTE,584000,72000,2016,SMOKE GREY,DIESEL,MANUAL
ECOSPORT 1.5 DIESEL TREND ,1064000,28000,2020,DIAMOND WHITE,DIESEL,MANUAL
ECOSPORT 1.5 DIESEL TREND ,674000,71000,2016,LIGHTNING BLUE,DIESEL,MANUAL
ECOSPORT 1.5 DIESEL TREND ,782000,59000,2018,MOONLIGHT SILVER,DIESEL,MANUAL
ECOSPORT 1.5 DIESEL TREND ,855000,51000,2019,ABSOLUTE BLACK,DIESEL,MANUAL
ECOSPORT 1.5 DIESEL TREND ,744000,79000,2017,RACE RED,DIESEL,MANUAL
ECOSPORT 1.5 DIESEL TREND ,929000,55000,2019,CANYON- RIDGE,DIESEL,MANUAL
ECOSPORT 1.5 DIESEL TREND ,652000,81000,2015,SMOKE GREY,DIESEL,MANUAL
ECOSPORT 1.5 DIESEL TITANIUM,924000,71000,2019,DIAMOND WHITE,DIESEL,MANUAL
ECOSPORT 1.5 DIESEL TITANIUM,1092000,35000,2020,LIGHTNING BLUE,DIESEL,MANUAL
ECOSPORT 1.5 DIESEL TITANIUM,952000,56000,2019,MOONLIGHT SILVER,DIESEL,MANUAL
ECOSPORT 1.5 DIESEL TITANIUM,682000,76000,2015,ABSOLUTE BLACK,DIESEL,MANUAL
ECOSPORT 1.5 DIESEL TITANIUM,724000,71000,2016,RACE RED,DIESEL,MANUAL
ECOSPORT 1.5 DIESEL TITANIUM,852000,56000,2018,CANYON- RIDGE,DIESEL,MANUAL
ECOSPORT 1.5 DIESEL TITANIUM,772000,68000,2017,SMOKE GREY,DIESEL,MANUAL
ECOSPORT 1.5 DIESEL TITANIUM PLUS,1132000,58000,2019,DIAMOND WHITE,DIESEL,MANUAL
ECOSPORT 1.5 DIESEL TITANIUM PLUS,1279000,45000,2020,LIGHTNING BLUE,DIESEL,MANUAL
ECOSPORT 1.5 DIESEL TITANIUM PLUS,1235000,52000,2020,MOONLIGHT SILVER,DIESEL,MANUAL
ECOSPORT 1.5 DIESEL TITANIUM PLUS,1052000,61000,2018,ABSOLUTE BLACK,DIESEL,MANUAL
ECOSPORT 1.5 DIESEL TITANIUM PLUS,963000,62000,2017,RACE RED,DIESEL,MANUAL
ECOSPORT 1.5 DIESEL TITANIUM PLUS,934000,71000,2016,CANYON- RIDGE,DIESEL,MANUAL
ECOSPORT 1.5 DIESEL TITANIUM PLUS,882000,75000,2015,SMOKE GREY,DIESEL,MANUAL
ECOSPORT THUNDER EDITION DIESEL,1252000,54000,2019,DIAMOND WHITE,DIESEL,MANUAL
ECOSPORT THUNDER EDITION DIESEL,1282000,38000,2020,LIGHTNING BLUE,DIESEL,MANUAL
ECOSPORT THUNDER EDITION DIESEL,982000,68000,2017,MOONLIGHT SILVER,DIESEL,MANUAL
ECOSPORT THUNDER EDITION DIESEL,891000,81000,2015,ABSOLUTE BLACK,DIESEL,MANUAL
ECOSPORT THUNDER EDITION DIESEL,1182000,59000,2019,RACE RED,DIESEL,MANUAL
ECOSPORT THUNDER EDITION DIESEL,952000,72000,2016,CANYON- RIDGE,DIESEL,MANUAL
ECOSPORT THUNDER EDITION DIESEL,1062000,60000,2018,SMOKE GREY,DIESEL,MANUAL
ECOSPORT SPORTS DIESEL,982000,80000,2015,DIAMOND WHITE,DIESEL,MANUAL
ECOSPORT SPORTS DIESEL,1042000,75000,2016,LIGHTNING BLUE,DIESEL,MANUAL
ECOSPORT SPORTS DIESEL,1062000,77000,2017,MOONLIGHT SILVER,DIESEL,MANUAL
ECOSPORT SPORTS DIESEL,1331000,45000,2020,ABSOLUTE BLACK,DIESEL,MANUAL
ECOSPORT SPORTS DIESEL,1072000,72000,2017,RACE RED,DIESEL,MANUAL
ECOSPORT SPORTS DIESEL,1082000,68000,2018,CANYON- RIDGE,DIESEL,MANUAL
ECOSPORT SPORTS DIESEL,1282000,57000,2019,SMOKE GREY,DIESEL,MANUAL
ECOSPORT 1.5 PETROL AMBIENTE,762000,56000,2018,DIAMOND WHITE,PETROL,MANUAL
ECOSPORT 1.5 PETROL AMBIENTE,792000,55000,2019,LIGHTNING BLUE,PETROL,MANUAL
ECOSPORT 1.5 PETROL AMBIENTE,652000,81000,2016,MOONLIGHT SILVER,PETROL,MANUAL
ECOSPORT 1.5 PETROL AMBIENTE,587000,84000,2015,ABSOLUTE BLACK,PETROL,MANUAL
ECOSPORT 1.5 PETROL AMBIENTE,752000,59000,2018,RACE RED,PETROL,MANUAL
ECOSPORT 1.5 PETROL AMBIENTE,900000,32000,2020,CANYON- RIDGE,PETROL,MANUAL
ECOSPORT 1.5 PETROL AMBIENTE,740000,72000,2017,SMOKE GREY,PETROL,MANUAL
ECOSPORT 1.5 PETROL TREND,982000,46000,2020,DIAMOND WHITE,PETROL,MANUAL
ECOSPORT 1.5 PETROL TREND,932000,57000,2019,LIGHTNING BLUE,PETROL,MANUAL
ECOSPORT 1.5 PETROL TREND,792000,67000,2018,MOONLIGHT SILVER,PETROL,MANUAL
ECOSPORT 1.5 PETROL TREND,962000,51000,2020,ABSOLUTE BLACK,PETROL,MANUAL
ECOSPORT 1.5 PETROL TREND,741000,72000,2017,RACE RED,PETROL,MANUAL
ECOSPORT 1.5 PETROL TREND,632000,78000,2016,CANYON- RIDGE,PETROL,MANUAL
ECOSPORT 1.5 PETROL TREND,624000,82000,2015,SMOKE GREY,PETROL,MANUAL
ECOSPORT 1.5 PETROL TITANIUM ,1080000,27000,2020,DIAMOND WHITE,PETROL,MANUAL
ECOSPORT 1.5 PETROL TITANIUM ,770000,84000,2015,LIGHTNING BLUE,PETROL,MANUAL
ECOSPORT 1.5 PETROL TITANIUM ,792000,74000,2015,MOONLIGHT SILVER,PETROL,MANUAL
ECOSPORT 1.5 PETROL TITANIUM ,1040000,56000,2019,ABSOLUTE BLACK,PETROL,MANUAL
ECOSPORT 1.5 PETROL TITANIUM ,882000,77000,2017,RACE RED,PETROL,MANUAL
ECOSPORT 1.5 PETROL TITANIUM ,818000,79000,2016,CANYON- RIDGE,PETROL,MANUAL
ECOSPORT 1.5 PETROL TITANIUM ,930000,64000,2018,SMOKE GREY,PETROL,MANUAL
ECOSPORT 1.5 PETROL TITANIUM AT,1182000,55000,2019,DIAMOND WHITE,PETROL,AMT
ECOSPORT 1.5 PETROL TITANIUM AT,1026000,76000,2017,LIGHTNING BLUE,PETROL,AMT
ECOSPORT 1.5 PETROL TITANIUM AT,1132000,64000,2018,MOONLIGHT SILVER,PETROL,AMT
ECOSPORT 1.5 PETROL TITANIUM AT,1221000,32000,2020,ABSOLUTE BLACK,PETROL,AMT
ECOSPORT 1.5 PETROL TITANIUM AT,1082000,71000,2018,RACE RED,PETROL,AMT
ECOSPORT 1.5 PETROL TITANIUM AT,954000,86000,2015,CANYON- RIDGE,PETROL,AMT
ECOSPORT 1.5 PETROL TITANIUM AT,980000,82000,2016,SMOKE GREY,PETROL,AMT
ECOSPORT 1.5 PETROL TITANIUM PLUS,986000,81000,2016,DIAMOND WHITE,PETROL,MANUAL
ECOSPORT 1.5 PETROL TITANIUM PLUS,1186000,54000,2019,LIGHTNING BLUE,PETROL,MANUAL
ECOSPORT 1.5 PETROL TITANIUM PLUS,1241000,61000,2020,MOONLIGHT SILVER,PETROL,MANUAL
ECOSPORT 1.5 PETROL TITANIUM PLUS,1132000,63000,2018,ABSOLUTE BLACK,PETROL,MANUAL
ECOSPORT 1.5 PETROL TITANIUM PLUS,1246000,39000,2020,RACE RED,PETROL,MANUAL
ECOSPORT 1.5 PETROL TITANIUM PLUS,956000,82000,2015,CANYON- RIDGE,PETROL,MANUAL
ECOSPORT 1.5 PETROL TITANIUM PLUS,1026000,76000,2017,SMOKE GREY,PETROL,MANUAL
ECOSPORT SPORTS PETROL,1018000,76000,2016,DIAMOND WHITE,PETROL,MANUAL
ECOSPORT SPORTS PETROL,982000,81000,2015,LIGHTNING BLUE,PETROL,MANUAL
ECOSPORT SPORTS PETROL,1154000,60000,2018,MOONLIGHT SILVER,PETROL,MANUAL
ECOSPORT SPORTS PETROL,1244000,56000,2019,ABSOLUTE BLACK,PETROL,MANUAL
ECOSPORT SPORTS PETROL,1064000,66000,2017,RACE RED,PETROL,MANUAL
ECOSPORT SPORTS PETROL,1141000,63000,2018,CANYON- RIDGE,PETROL,MANUAL
ECOSPORT SPORTS PETROL,1280000,42000,2020,SMOKE GREY,PETROL,MANUAL
ECOSPORT THUNDER EDITION PETROL,1082000,72000,2017,DIAMOND WHITE,PETROL,MANUAL
ECOSPORT THUNDER EDITION PETROL,1161000,62000,2018,LIGHTNING BLUE,PETROL,MANUAL
ECOSPORT THUNDER EDITION PETROL,1250000,30000,2020,MOONLIGHT SILVER,PETROL,MANUAL
ECOSPORT THUNDER EDITION PETROL,1020000,71000,2016,ABSOLUTE BLACK,PETROL,MANUAL
ECOSPORT THUNDER EDITION PETROL,1216000,54000,2019,RACE RED,PETROL,MANUAL
ECOSPORT THUNDER EDITION PETROL,986000,82000,2015,CANYON- RIDGE,PETROL,MANUAL
ECOSPORT THUNDER EDITION PETROL,1086000,68000,2017,SMOKE GREY,PETROL,MANUAL
ECOSPORT 1.5 PETROL TITANIUM PLUS AT,1252000,54000,2019,DIAMOND WHITE,PETROL,MANUAL
ECOSPORT 1.5 PETROL TITANIUM PLUS AT,1316000,47000,2020,LIGHTNING BLUE,PETROL,MANUAL
ECOSPORT 1.5 PETROL TITANIUM PLUS AT,1032000,82000,2016,MOONLIGHT SILVER,PETROL,MANUAL
ECOSPORT 1.5 PETROL TITANIUM PLUS AT,990000,84000,2015,ABSOLUTE BLACK,PETROL,MANUAL
ECOSPORT 1.5 PETROL TITANIUM PLUS AT,1044000,78000,2016,RACE RED,PETROL,MANUAL
ECOSPORT 1.5 PETROL TITANIUM PLUS AT,1132000,72000,2017,CANYON- RIDGE,PETROL,MANUAL
ECOSPORT 1.5 PETROL TITANIUM PLUS AT,1180000,64000,2018,SMOKE GREY,PETROL,MANUAL
ENDEAVOUR TITANIUM 4X2 AT,3522000,76000,2016,DIFFUSED SILVER,DIESEL,AMT
ENDEAVOUR TITANIUM 4X2 AT,3642000,55000,2018,DIAMOND WHITE,DIESEL,AMT
ENDEAVOUR TITANIUM 4X2 AT,3726000,30000,2020,ABSOLUTE BLACK,DIESEL,AMT
ENDEAVOUR TITANIUM PLUS 4X2 AT,4780000,51000,2020,DIFFUSED SILVER,DIESEL,AMT
ENDEAVOUR TITANIUM PLUS 4X2 AT,3924000,72000,2017,DIAMOND WHITE,DIESEL,AMT
ENDEAVOUR TITANIUM PLUS 4X2 AT,3734000,85000,2015,ABSOLUTE BLACK,DIESEL,AMT
ENDEAVOUR TITANIUM PLUS 4X4 AT,3880000,60000,2018,DIFFUSED SILVER,DIESEL,AMT
ENDEAVOUR TITANIUM PLUS 4X4 AT,3852000,77000,2016,DIAMOND WHITE,DIESEL,AMT
ENDEAVOUR TITANIUM PLUS 4X4 AT,4049000,55000,2019,ABSOLUTE BLACK,DIESEL,AMT
ENDEAVOUR SPORT EDITION,4279000,50000,2020,DIFFUSED SILVER,DIESEL,AMT
ENDEAVOUR SPORT EDITION,4242000,54000,2019,DIAMOND WHITE,DIESEL,AMT
ENDEAVOUR SPORT EDITION,4051000,74000,2017,ABSOLUTE BLACK,DIESEL,AMT
FIGO AMBIENTE,4372000,35000,2020,MOONDUST SILVER,PETROL,MANUAL
FIGO AMBIENTE,4257000,74000,2017,RUBY RED,PETROL,MANUAL
FIGO AMBIENTE,4332000,56000,2019,WHITE GOLD,PETROL,MANUAL
FIGO AMBIENTE,4132000,79000,2016,OXFORD WHITE,PETROL,MANUAL
FIGO AMBIENTE,4280000,68000,2018,SMOKE GREY,PETROL,MANUAL
FIGO TITANIUM,372000,76000,2017,MOONDUST SILVER,PETROL,MANUAL
FIGO TITANIUM,324000,84000,2015,RUBY RED,PETROL,MANUAL
FIGO TITANIUM,584000,52000,2020,WHITE GOLD,PETROL,MANUAL
FIGO TITANIUM,462000,70000,2018,OXFORD WHITE,PETROL,MANUAL
FIGO TITANIUM,568000,55000,2019,SMOKE GREY,PETROL,MANUAL
FIGO TITANIUM BLU,692000,54000,2019,MOONDUST SILVER,PETROL,MANUAL
FIGO TITANIUM BLU,618000,59000,2018,RUBY RED,PETROL,MANUAL
FIGO TITANIUM BLU,748000,49000,2020,WHITE GOLD,PETROL,MANUAL
FIGO TITANIUM BLU,482000,72000,2017,OXFORD WHITE,PETROL,MANUAL
FIGO TITANIUM BLU,432000,82000,2015,SMOKE GREY,PETROL,MANUAL
FIGO TITANIUM DIESEL,720000,55000,2019,MOONDUST SILVER,DIESEL,MANUAL
FIGO TITANIUM DIESEL,862000,49000,2020,RUBY RED,DIESEL,MANUAL
FIGO TITANIUM DIESEL,760000,51000,2020,WHITE GOLD,DIESEL,MANUAL
FIGO TITANIUM DIESEL,462000,77000,2016,OXFORD WHITE,DIESEL,MANUAL
FIGO TITANIUM DIESEL,518000,71000,2017,SMOKE GREY,DIESEL,MANUAL
FIGO TITANIUM BLU DIESEL,832000,61000,2019,MOONDUST SILVER,DIESEL,MANUAL
FIGO TITANIUM BLU DIESEL,862000,49000,2020,RUBY RED,DIESEL,MANUAL
FIGO TITANIUM BLU DIESEL,732000,76000,2017,WHITE GOLD,DIESEL,MANUAL
FIGO TITANIUM BLU DIESEL,681000,81000,2016,OXFORD WHITE,DIESEL,MANUAL
FIGO TITANIUM BLU DIESEL,782000,69000,2018,SMOKE GREY,DIESEL,MANUAL
FREESTYLE AMBIENTE,382000,79000,2016,MOONDUST SILVER,PETROL,MANUAL
FREESTYLE AMBIENTE,352000,88000,2015,RUBY RED,PETROL,MANUAL
FREESTYLE AMBIENTE,581000,68000,2018,WHITE GOLD,PETROL,MANUAL
FREESTYLE AMBIENTE,348000,51000,2020,OXFORD WHITE,PETROL,MANUAL
FREESTYLE AMBIENTE,521000,75000,2017,CANYON- RIDGE,PETROL,MANUAL
FREESTYLE AMBIENTE,631000,56000,2019,SMOKE GREY,PETROL,MANUAL
FREESTYLE TITANIUM,542000,78000,2017,MOONDUST SILVER,PETROL,MANUAL
FREESTYLE TITANIUM,739000,57000,2018,RUBY RED,PETROL,MANUAL
FREESTYLE TITANIUM,626000,67000,2018,WHITE GOLD,PETROL,MANUAL
FREESTYLE TITANIUM,430000,82000,2015,OXFORD WHITE,PETROL,MANUAL
FREESTYLE TITANIUM,482000,80000,2016,CANYON- RIDGE,PETROL,MANUAL
FREESTYLE TITANIUM,750000,46000,2020,SMOKE GREY,PETROL,MANUAL
FREESTYLE TITANIUM PLUS,648000,64000,2018,MOONDUST SILVER,PETROL,MANUAL
FREESTYLE TITANIUM PLUS,430000,66000,2015,RUBY RED,PETROL,MANUAL
FREESTYLE TITANIUM PLUS,692000,55000,2019,WHITE GOLD,PETROL,MANUAL
FREESTYLE TITANIUM PLUS,470000,75000,2016,OXFORD WHITE,PETROL,MANUAL
FREESTYLE TITANIUM PLUS,532000,72000,2017,CANYON- RIDGE,PETROL,MANUAL
FREESTYLE TITANIUM PLUS,772000,50000,2020,SMOKE GREY,PETROL,MANUAL
FREESTYLE FLAIR EDITION,628000,71000,2018,MOONDUST SILVER,PETROL,MANUAL
FREESTYLE FLAIR EDITION,458000,88000,2015,RUBY RED,PETROL,MANUAL
FREESTYLE FLAIR EDITION,480000,77000,2016,WHITE GOLD,PETROL,MANUAL
FREESTYLE FLAIR EDITION,780000,47000,2020,OXFORD WHITE,PETROL,MANUAL
FREESTYLE FLAIR EDITION,550000,74000,2017,CANYON- RIDGE,PETROL,MANUAL
FREESTYLE FLAIR EDITION,722000,56000,2019,SMOKE GREY,PETROL,MANUAL
FREESTYLE TITANIUM DIESEL,530000,84000,2015,MOONDUST SILVER,DIESEL,MANUAL
FREESTYLE TITANIUM DIESEL,880000,44000,2020,RUBY RED,DIESEL,MANUAL
FREESTYLE TITANIUM DIESEL,654000,71000,2017,WHITE GOLD,DIESEL,MANUAL
FREESTYLE TITANIUM DIESEL,582000,75000,2016,OXFORD WHITE,DIESEL,MANUAL
FREESTYLE TITANIUM DIESEL,653000,71000,2017,CANYON- RIDGE,DIESEL,MANUAL
FREESTYLE TITANIUM DIESEL,820000,56000,2019,SMOKE GREY,DIESEL,MANUAL
FREESTYLE TITANIUM PLUS DIESEL,662000,70000,2017,MOONDUST SILVER,DIESEL,MANUAL
FREESTYLE TITANIUM PLUS DIESEL,782000,59000,2018,RUBY RED,DIESEL,MANUAL
FREESTYLE TITANIUM PLUS DIESEL,539000,83000,2015,WHITE GOLD,DIESEL,MANUAL
FREESTYLE TITANIUM PLUS DIESEL,879000,49000,2020,OXFORD WHITE,DIESEL,MANUAL
FREESTYLE TITANIUM PLUS DIESEL,592000,81000,2016,CANYON- RIDGE,DIESEL,MANUAL
FREESTYLE TITANIUM PLUS DIESEL,842000,54000,2019,SMOKE GREY,DIESEL,MANUAL
FREESTYLE FLAIR EDITION DIESEL,752000,65000,2018,MOONDUST SILVER,DIESEL,MANUAL
FREESTYLE FLAIR EDITION DIESEL,681000,71000,2017,RUBY RED,DIESEL,MANUAL
FREESTYLE FLAIR EDITION DIESEL,942000,48000,2020,WHITE GOLD,DIESEL,MANUAL
FREESTYLE FLAIR EDITION DIESEL,619000,80000,2016,OXFORD WHITE,DIESEL,MANUAL
FREESTYLE FLAIR EDITION DIESEL,582000,84000,2015,CANYON- RIDGE,DIESEL,MANUAL
FREESTYLE FLAIR EDITION DIESEL,862000,55000,2019,SMOKE GREY,DIESEL,MANUAL
FIGO ASPIRE AMBIENTE,422000,77000,2016,MOONDUST SILVER,PETROL,MANUAL
FIGO ASPIRE AMBIENTE,482000,72000,2017,RUBY RED,PETROL,MANUAL
FIGO ASPIRE AMBIENTE,382000,86000,2015,WHITE GOLD,PETROL,MANUAL
FIGO ASPIRE AMBIENTE,654000,41000,2020,OXFORD WHITE,PETROL,MANUAL
FIGO ASPIRE AMBIENTE,644000,54000,2020,SMOKE GREY,PETROL,MANUAL
FIGO ASPIRE TITANIUM,532000,77000,2017,MOONDUST SILVER,PETROL,MANUAL
FIGO ASPIRE TITANIUM,464000,82000,2016,RUBY RED,PETROL,MANUAL
FIGO ASPIRE TITANIUM,779000,51000,2020,WHITE GOLD,PETROL,MANUAL
FIGO ASPIRE TITANIUM,642000,67000,2018,OXFORD WHITE,PETROL,MANUAL
FIGO ASPIRE TITANIUM,750000,59000,2019,SMOKE GREY,PETROL,MANUAL
FIGO ASPIRE TITANIUM PLUS,732000,56000,2019,MOONDUST SILVER,PETROL,MANUAL
FIGO ASPIRE TITANIUM PLUS,482000,81000,2016,RUBY RED,PETROL,MANUAL
FIGO ASPIRE TITANIUM PLUS,884000,51000,2020,WHITE GOLD,PETROL,MANUAL
FIGO ASPIRE TITANIUM PLUS,642000,65000,2018,OXFORD WHITE,PETROL,MANUAL
FIGO ASPIRE TITANIUM PLUS,532000,72000,2017,SMOKE GREY,PETROL,MANUAL
FIGO ASPIRE TITANIUM DIESEL,752000,70000,2017,MOONDUST SILVER,DIESEL,MANUAL
FIGO ASPIRE TITANIUM DIESEL,820000,64000,2018,RUBY RED,DIESEL,MANUAL
FIGO ASPIRE TITANIUM DIESEL,842000,55000,2019,WHITE GOLD,DIESEL,MANUAL
FIGO ASPIRE TITANIUM DIESEL,631000,76000,2016,OXFORD WHITE,DIESEL,MANUAL
FIGO ASPIRE TITANIUM DIESEL,872000,42000,2020,SMOKE GREY,DIESEL,MANUAL
FIGO ASPIRE TITANIUM PLUS DIESEL,882000,57000,2019,MOONDUST SILVER,DIESEL,MANUAL
FIGO ASPIRE TITANIUM PLUS DIESEL,752000,64000,2018,RUBY RED,DIESEL,MANUAL
FIGO ASPIRE TITANIUM PLUS DIESEL,622000,81000,2016,WHITE GOLD,DIESEL,MANUAL
FIGO ASPIRE TITANIUM PLUS DIESEL,930000,80000,2020,OXFORD WHITE,DIESEL,MANUAL
FIGO ASPIRE TITANIUM PLUS DIESEL,682000,71000,2017,SMOKE GREY,DIESEL,MANUAL
REDI-GO D,215000,75000,2016,VIVID BLUE,PETROL,MANUAL
REDI-GO D,220000,58000,2019,OPAL WHITE,PETROL,MANUAL
REDI-GO D,225000,47000,2020,BLADE SILVER,PETROL,MANUAL
REDI-GO D,210000,54000,2017,SANDSTONE BROWNS,PETROL,MANUAL
REDI-GO D,235000,65000,2018,FIRE RED,PETROL,MANUAL
REDI-GO A,335000,25000,2020,VIVID BLUE,PETROL,MANUAL
REDI-GO A,310000,57000,2019,OPAL WHITE,PETROL,MANUAL
REDI-GO A,275000,64000,2018,BLADE SILVER,PETROL,MANUAL
REDI-GO A,235000,52000,2017,SANDSTONE BROWNS,PETROL,MANUAL
REDI-GO A,200000,74000,2016,FIRE RED,PETROL,MANUAL
REDI-GO T,337000,67000,2017,VIVID BLUE,PETROL,MANUAL
REDI-GO T,258000,69000,2018,OPAL WHITE,PETROL,MANUAL
REDI-GO T,355000,45000,2020,BLADE SILVER,PETROL,MANUAL
REDI-GO T,210000,78000,2016,SANDSTONE BROWNS,PETROL,MANUAL
REDI-GO T,345000,49000,2019,FIRE RED,PETROL,MANUAL
REDI-GO T OPTION,445000,35000,2020,VIVID BLUE,PETROL,MANUAL
REDI-GO T OPTION,365000,71000,2018,OPAL WHITE,PETROL,MANUAL
REDI-GO T OPTION,335000,65000,2017,BLADE SILVER,PETROL,MANUAL
REDI-GO T OPTION,255000,75000,2016,SANDSTONE BROWNS,PETROL,MANUAL
REDI-GO T OPTION,415000,52000,2019,FIRE RED,PETROL,MANUAL
REDI-GO 1.0 T OPTION,485000,27000,2020,VIVID BLUE,PETROL,MANUAL
REDI-GO 1.0 T OPTION,275000,61000,2017,OPAL WHITE,PETROL,MANUAL
REDI-GO 1.0 T OPTION,255000,82000,2016,BLADE SILVER,PETROL,MANUAL
REDI-GO 1.0 T OPTION,425000,50000,2019,SANDSTONE BROWNS,PETROL,MANUAL
REDI-GO 1.0 T OPTION,345000,72000,2018,FIRE RED,PETROL,MANUAL
REDI-GO AMT 1.0 T OPTION,375000,67000,2018,VIVID BLUE,PETROL,AMT
REDI-GO AMT 1.0 T OPTION,325000,63000,2017,OPAL WHITE,PETROL,AMT
REDI-GO AMT 1.0 T OPTION,468000,38000,2020,BLADE SILVER,PETROL,AMT
REDI-GO AMT 1.0 T OPTION,275000,76000,2016,SANDSTONE BROWNS,PETROL,AMT
REDI-GO AMT 1.0 T OPTION,425000,54000,2019,FIRE RED,PETROL,AMT
GO D PETROL,200000,81000,2015,SILVER,PETROL,MANUAL
GO D PETROL,245000,63000,2017,GRAY,PETROL,MANUAL
GO D PETROL,210000,74000,2016,WHITE,PETROL,MANUAL
GO D PETROL,325000,54000,2018,VIVID BLUE,PETROL,MANUAL
GO D PETROL,355000,48000,2019,AMBER-ORANGE,PETROL,MANUAL
GO D PETROL,242000,78000,2015,RUBY,PETROL,MANUAL
GO A PETROL,455000,37000,2020,SILVER,PETROL,MANUAL
GO A PETROL,285000,65000,2017,GRAY,PETROL,MANUAL
GO A PETROL,415000,52000,2019,WHITE,PETROL,MANUAL
GO A PETROL,255000,73000,2016,VIVID BLUE,PETROL,MANUAL
GO A PETROL,345000,64000,2018,AMBER-ORANGE,PETROL,MANUAL
GO A PETROL,425000,35000,2020,RUBY,PETROL,MANUAL
GO A OPTION PETROL,425000,51000,2018,SILVER,PETROL,MANUAL
GO A OPTION PETROL,355000,68000,2017,GRAY,PETROL,MANUAL
GO A OPTION PETROL,315000,72000,2016,WHITE,PETROL,MANUAL
